# 몬스터·보스 썸네일 RUID (2026-09-25 업로드, sprite/etc "RtsThumb<ID>") — 원본 assets/design/monster-thumbnails/<kind>/<ID>.png. 표 생성: python tools/gen-monster-thumbs.py
M001	d7cd8aba19ce4147990cfd43232a9f63	초록달팽이
M002	d4235c1bf28c481a86efd5b6bed8d24d	파란달팽이
M003	bc9aa1edb46f4edabba05fe9a18acf3f	빨간달팽이
M004	52ed2508d0ed40918f4c1fcee60a1577	스포아
M005	cc09b1904384428eb1682c138a98bfcf	돼지
M006	bf986a7c7c694fe8a88156122dfb4626	리본돼지
M007	1cb5edc4d897479ebd978671b9d4ba78	초록버섯
M008	995696be6f454a1eabc8ba88d198d7aa	주황버섯
M009	90de6f2b6244467b8d34c737a5ad5148	파란버섯
M010	6ac040473a2b471d8769f68f031efcf0	뿔버섯
M011	7e4e5f5640104911a39589f23c11a029	좀비버섯
M012	3c735504583940dca2ca22630a696646	이블아이
M013	ba7f06d857664b6e9b110ae3d2d1e509	콜드아이
M014	4415bcef59e94b22b639bb807b24e95c	카파 드레이크
M015	ed575ef056664d60b51918920a65df15	아이스 드레이크
M016	1df7beaca9dd4c2ead396fc9206a8485	다크 드레이크
M017	6643275297e84a5e9c727d61782b5330	와일드 카고
M018	53e3c14129f9477383a99d93a973c47b	타우로마시스
M019	73ec92310be74ce5a3db8b384525f280	타우로스피어
M020	4974cfe6178740aca64cc9414694a91f	야자수 슬라임
M021	2b80276237a6422d84486b36012a39bd	코코넛 슬라임
M022	738e436f6e804dff8b3f94441dd2728a	초록조개 슬라임
M023	97675481be9f41d2b4d8f22e3a75ec86	보라조개 슬라임
M024	c8b9ec17fd334c45a03d83f47386dd7d	갈매기 슬라임
M025	b2a26186652d4854a6e4935339c95277	빨간 튜브 슬라임
M026	8fc81e965290488a9ffc2075c6423923	파란 튜브 슬라임
M027	40a883662f724cdaaf49272035a5caff	새우 슬라임
M028	fab5a62998e74e57ac3bbb5c3ba19368	날치 슬라임
M029	f19ecc2978904d6d91f436b439927478	불사가리 슬라임
M030	e83fbac0d057445b8e961ae0825ea2de	주니어 그류핀
M031	ba42e21bd3834bc3b0c3648adb7e5a51	주니어 라이오너
M032	4ebd886fe546400981d97578265d3345	주니어 샐리온
M033	37b25a77ada24d62a1b94452ff3b0a1c	그류핀
M034	c12731ec9e614b279aba17157696d26f	라이오너
M035	2c9baf74f0ff468fbfa6bb8e6d7efa0e	샐리온
M036	22bf284d87ee4af6b01038c855368972	스타픽시
M037	affe7e9fd7454706b041edc753b4e52f	루나픽시
M038	83573f2f52c94c02a5044073a582a68a	러스터픽시
M039	3e1f29b1bc8f42b9acf9f20d88f9fe33	네펜데스
M040	ef829a9135d84078905c0337732de2fb	다크 네펜데스
M041	bd7af5d73b5442cd8adf24bd032bfbe6	스톤볼
M042	50f0e15a8b92406d941492eea6ff1f0a	주니어 스톤볼
M043	65b997bd11fd45c4bdce0d01552161b1	파이어 스톤볼
M044	1294557657d04d44bc24a2127a65e6a8	아이스 스톤볼
M045	954b47eeecf84b5f8102d29514ecc00e	주니어 페페
M046	9f83b23a02724f6083fa9444151b3b1d	주니어 예티
M047	3f4bfffbdee944adae153b37a2364e58	다크 주니어 예티
M048	3c64c31118b040358f7ebcb71c3b10ed	헥터
M049	0ad71b53275c4b5b8737f833b71cf0b4	화이트팽
M050	a3fc0060337642d3aea4e54d09269f08	예티
M051	194b8a46992c452c8a589338fbea4fb6	다크 예티
M052	9c5f662c481b4433929a4be5e09b7326	예티와 페페
M053	083b9493c867467ab2797b1b38245930	다크 예티와 페페
M054	eaa98bf4289a421caa7c2211e3c7ff65	웨어울프
M055	3678f9a32ebc4be2bfe1bfa557c5ba03	라이칸스로프
M056	9f55526d1f8a400b940a32d9321ea385	쿨리 좀비
M057	f898145679c74eb6b56452b422ed9230	마이너 좀비
M058	83c5792dacac4452844e019d7e082afd	리치
M059	e238e6c56d784541bf31177b3ea7ebc2	주니어 불독
M060	82fc37d3def344cb9628df2e80752013	불독
M061	38c115c52f464d2c892407f6881b5bfc	파이어독
M062	69892cdfe9bd4a68948a098920f6ba68	망둥이
M063	fdfe0b5ca992406893987364fb7ad59c	망둥이 집
M064	edbb8ed7c08949268f11d5dda9a1ecb2	본피쉬
M065	a40545db5d004ad2b6ce262fda174078	샤크
M066	a71adaa7ce2d46cc8411626b332581df	콜드샤크
M067	036922dd1d924e6ab345650c22762f49	미요캐츠
M068	1d0669fb306b499b926c2c3d3330c316	키요
M069	7928c8e694b044d7b7a71f88a8a68c06	모래난쟁이
M070	d12fe515f43b489cab343b8bf32d28a5	스콜피언
M071	33cc6e0b473e4a8f960c626cbd921a31	모래두더지
M072	00f36cf0c8374506bd00ec1bea4801fb	로이드
M073	cf7bb70eb9874cf4a023845a7f669a41	네오 휴로이드
M074	7947ae1975b54b9e8a250b288b05f6bc	호문쿨루스
M075	cf6efc62ebc04e2da8f5e54625b6a6ed	비틀
M076	8204cd862ab04de389304fa9c51ab57e	듀얼 비틀
M077	622d977413ef4cbc9b994dd6ee8eab25	하프
M078	d1c0417dee644ebeaa5c893410324366	블러드 하프
M079	799c9c5f3253492dab79781036649ffc	붉은 켄타우로스
M080	78fc5c7502c94bc8b3e872f5e93bcee0	검은 켄타우로스
M081	95e228fd0980486b8dd5860461d223a4	블루 드래곤 터틀
M082	1b765c27fd6743c2829a1eef4a9e7e41	레드 드래곤 터틀
M083	b2a4ebf7eb314f58aeffb4092da7abb0	리스톤
M084	4acb7059684c487bae483538e31a6cfd	브레스톤
M085	47b10bc0f77b4d70b149d0cb2c406e67	레드 와이번
M086	bfd1b8ad569641839e985acfb678a3a4	블루 와이번
M087	dc69f648a5d348b58ab1d5ad2e35b730	다크 와이번
M088	87fc9ac786744dab846aeb4ced097077	뉴트 주니어
M089	b3c2e11672304fe28fc4160a1d006c76	네스트 골렘
M090	5313e3818ad84a10b976c52bfd52b207	스켈레곤
M091	27a4fbf35e81480a871a1fcf2821bf0e	스켈레스
M092	d2a503c43eaf4d94b605fb7f86dd5775	추억의 사제
M093	36df04c9bd5f45449d76134f3ea4253e	추억의 수호병
M094	7c8a56a2c93f4f4b9e8e4be3f318a414	후회의 사제
M095	fadd42e1511c45138af27ee98d00eced	후회의 수호병
M096	323c387a30bf486fb7db786c58e6464d	망각의 사제
M097	da340715a4d24a0f819f1f536fe4cb09	망각의 수호병
M098	594f80eac432457bb9d5ad6e2c76598b	변형된 달팽이
M099	061e7182777d4b138a46a562a529598c	변형된 주황버섯
M100	d0b809a3f3b54348867e75d039f24f73	변형된 슬라임
M101	90f6a14edf254b7eb8998b30744e2d3e	변형된 리본돼지
M102	452500995ecd4b14966ff8b9c88549b6	변형된 스텀프
M103	61f3db11e4e04d418a86a5b12b57ecb2	변형된 다크 스텀프
M104	6ed55d2eb3bf46de8e997099d9ea3a61	변형된 다크 엑스텀프
M105	ebf884d5848341eeabc75a2e3c83a929	변형된 스톤 마스크
M106	ca150b1f85534f8899d72f7e75df648f	변형된 스틸 마스크
M107	45325c58d21b491aa1e64975314cf282	에이션트 다크골렘
M108	9c8245923a9a47ffb8f5a4eb825ba51d	에이션트 믹스골렘
M109	8ccdfb9e947d4f1db481337928b4f2b0	정식기사A
M110	3e8068c8823342cca248fdc9d2dc48da	정식기사B
M111	26eac5beee124bd89ebb5def96cafd2d	정식기사C
M112	66db1611584c4f41a5226be1706a1a51	정식기사D
M113	da50b1837ecd4d75a83f3bc572295d5c	정식기사E
M114	031ad68548d24342aaa98b3d5f0bb8fa	상급기사A
M115	0204ca006cde46319ee4ae15dd4cfd3f	상급기사B
M116	f996d3da0c654deabc519f154e09db2b	상급기사C
M117	94a6e9edbdfe49998d8033dca0c0ca92	상급기사D
M118	952f0b4170c44ca19fbae400ae357d0c	상급기사E
M119	53d71d47b8c14d39ba636420ea8f179c	개조당한 안드로이드 수송차
M120	b09d7c6603bb42f8939b4df0c17abb6c	개조당한 레이저 안드로이드
M121	4562b538297c4ea6ac66ca438ba26b2a	수리로봇
M122	8e6f907150474eafbaeb810151d164b9	미사일 안드로이드
M123	c254ba36470f4e8994456aefbf2936e5	미사일 안드로이드 블루
M124	d8ffee37e5e04a269b1888a37921bfc3	고철 제네로이드
M125	72c0ae82cbf24170ad8be7786bd3fe8e	강철 제네로이드
M126	5579dadec5cf4600a1c7db2b0e5355f9	합금 제네로이드
M127	62132b5f6b434f7f9e9afde41b575261	오염된 수액
M128	3eec793f4e294a21b29c0fe2adddea7c	부패한 수액
M129	f16eebcba02849d8bc5400acbcea38b2	타락마족 검병
M130	fd93ca2e5b3a4fbcb914f231e0564153	타락마족 도끼병
M131	87c8253b93cb43f48a018724240bfeaf	타락마족 방패병
M132	9dae3b5c89264ba4bc62bd937d5f47b9	타락마족 늑대기수
M133	6c4d979c07e049f689ca8175d2142eb6	기쁨의 에르다스
M134	60c611ff5fe945978a1f0cbe855cb025	분노의 에르다스
M135	67b992e552b5448c9e1dcb4ec1ced9a2	슬픔의 에르다스
M136	a4f45d4647914d7d836b8d0dd0b77363	즐거움의 에르다스
M137	20d5ba97bc98407fa2eb636c9b01ce22	암석의 에르다스
M138	1d6deff66fea4b94a0c700b793b08561	화염의 에르다스
M139	a9d8f205d0714142a72a8be35b935fde	강인한 영혼의 에르다스
M140	41ecfece441f40c3ad91296d8a2b6e0c	안식의 에르다스
M141	1a4d1e13e8484ad99294a6888d57cc19	아르마
M142	6ca74e74f1f54a178f5a22b71a0dd6d0	아르마의 부하
M143	80b0a592f88c4c5f8cac8da222a0edb9	파인디어
M144	6bb8199739d04598b0e4734de0346524	큰뿔 파인디어
M145	f4b4200014124330b0a1380cd4a9524e	유나나
M146	fd7e9ba04e774eeb99743d904a8f8915	램나나
M147	1e8c2bcb2af24e6681e330e32dc7f436	설익은 울프롯
M148	a927ed0fa49e496db052c4601f33fa94	잘익은 울프롯
M149	17f03f08a0494ef8ae72e45330c35aab	플리온
M150	4903461a3a964252849f6cc0278d91d2	성난 플리온
M151	454a5b4c8bad4151bc9ad45ba4d8feb7	그린 캣피쉬
M152	ca1f789acb074c87a0d5aa725e1a26ad	블루 캣피쉬
M153	c284fade84184f1c899c9da892d4d12e	라이터틀
M154	0f40ceff73fb4872b3a2a8a46f25c2d6	대장 라이터틀
M155	d573acaaa3ff4c41a4fa53f76bfa5e80	크릴라
M156	f55b29a4e24941668dbf9040ee1c7d47	족장 크릴라
M157	e95110168ff54fcf945cabf15ac7932d	버샤크
M158	dacfe72b7da648cea622d5eb9efbdb14	족장 버샤크
M159	33fafb76782940e78ba14ace76952aa1	갈리나
M160	cc9082d5e45642e987e48194746aaf17	갈루스
M161	44f52c51dea24856aeb51f35a1df317c	성난 우승접시
M162	98af928c47dd4a1db8247ec4ae9754a1	비뚤어진 우승접시
M163	4e7ae24cd7144e36802e6a4b308938df	종이봉투 뒷골목주민
M164	c01682b991d848c7a275dca8a0832b77	나무판자 뒷골목주민
M165	15a49e7eba6b497eb93c35b695307efb	성난 무도회주민
M166	356d7ea156a34d77964ddbe7bc96a4a9	광기의 무도회주민
M167	e43c32ca09684e748eaaf06d9e1a28a7	약화된 클리너
M168	1da2fc4518d2464e9745d3949b6a872c	춤추는 빨간구두
M169	2dfbc5716aab471db8a35b7ec1d10502	클리너
M170	fb8a63e053854f50a4e4af65e7717fc6	푸른 눈의 가고일
M171	d09523d7f6f7420ca80412c1718a506d	붉은 눈의 가고일
M172	7af8bd7d55724bea8c3fbaa9de1f722c	물의 정령
M173	5bdb1907ed2345f1aedc43ae487a8e4f	햇살의 정령
M174	75387efcbafe4ab49eb9e0119de8f9d3	흙의 정령
M175	b891273fd4c94f50be8d2c186d075092	서리구름의 정령
M176	6e6ae5beb39c47978c8e4581a2644976	번개구름의 정령
M177	5e6e35be79ba46ffbf96ca003402943d	맹독의 정령
M178	740f3ca68a864dcaad52e3b4eee68e1b	폭발의 정령
M179	8ba2e0004396443686afaf579ed50efe	부조화의 정령
M180	c5e5337480ff4ccca0bdc8cd3d4a45c2	혼돈의 정령
M181	484b8325b58a407a8c2e003c33eec578	비탄의 정령
M182	ab8477a1916a40c4918b6a2e99346923	절망의 정령
M183	312e16bcdb3847c5a7fb2649bce8a500	기억속의 제네로이드 A형
M184	c540c8391890417c8a41c17c3d1d0566	기억속의 제네로이드 B형
M185	cf97754c0a5b495a822504caa20e49f9	이름 모를 고양이
M186	2399f777c41c408b938326c95cf664cd	힘센 형님
M187	133cbd98916a48348e4ac6d66058e216	강한 형님
M188	25c30d583e884b258c7b1dbacbb124f0	푸른 그림자
M189	1edd15d724984b299e0e89bffdb76f6f	붉은 그림자
M190	e31ec1b2b3594daca5f7d6404890f031	실험의 부산물A
M191	453af3bb62574996b33bc89f159f2a07	실험의 부산물B
M192	2bbd202982d54c99a364c20c4bb30ac8	의식에 휘말린 근위병
M193	6b9cc81a26ee4e9897bf6944fcf7e69d	의식에 휘말린 망치병
M194	7cf439a5826043ada301e25c10044ae7	의식에 휘말린 마법사
M195	5404f89d678441a8bad55df24668e85a	의식에 휘말린 궁병
M196	8e61fbd8d5f14087833a97468718e390	아투인
M197	4555e6fcda9f4df4bf9d44c26e67f5f9	아투스
M198	d87fa3c667bf469dbd428c502e4b6dba	벨라리온
M199	09ead7c868b64b0698f67e4164178062	벨라리스
M200	4d73be70e7964ba5bc5128aae06f1b4b	아라냐
M201	ebeecd85a68b40eba1bb018d96dc23bf	아라네아
M202	0e08ed36201141bd99c7278bfdfedaef	빛의 주시자
M203	6836ce6f83614a3f9ad56f6ca18c73d7	어둠의 주시자
M204	c5f99f0afa0847a6b136ac23765bda0f	빛의 집행자
M205	2cb001d13be047a49adc64b9c2285ea2	어둠의 집행자
M206	392e44687ed242bf90e44d7c953c1a0c	혼돈의 피조물
M207	53b35bc31b4a4368996182feede8a945	파괴의 피조물
M208	a6c9d7a1235a4bc398c3154729c5b7ec	엄습하는 공포
M209	ea71f5b3c0524804bd6203e47d7cce4b	주시하는 공포
M210	d5a033f746b04d5dbe9b6d0f7bad38ff	공허의 하수인
M211	464b097dc83b47c59004f5fb093f41ab	황혼의 하수인
M212	04cb006478d843bdbf0a31c332012726	뒤엉킨 파편
M213	69be96c33aae4613842652fe8489c502	복종하는 파편
M214	1b6401bc782a47a5aa1af642c6f8edae	어둠의 피조물
M215	0a3763ef9953418784e3cf7c647c60a1	거대한 골렘
M216	b38a2383bc514f04a97b3a0aab870baa	절망의 날개
M217	c78d4a017ada473390777abef87cd477	절망의 칼날
M218	bee344f0cef9444290ca94e348ccc8cb	침묵의 기사
M219	e5543fa536594a51a271ffae80cec243	침묵의 방랑자
